youtube-u-growth,SparsePush,dynamic-vertex-parallel,boolean-array,false,0,5.903557538986206,0.049114
youtube-u-growth,SparsePush,static-vertex-parallel,boolean-array,false,0,5.973823547363281,0.049676
youtube-u-growth,DensePull,serial,boolean-array,false,0,6.935980319976807,1.09875
youtube-u-growth,DensePull,serial,bitvector,false,0,6.811368942260742,0.962681
youtube-u-growth,DensePull,dynamic-vertex-parallel,boolean-array,false,0,5.910635709762573,0.065146
youtube-u-growth,DensePull,static-vertex-parallel,boolean-array,false,0,5.9957005977630615,0.07045
youtube-u-growth,DensePull,static-vertex-parallel,bitvector,false,0,5.927443981170654,0.067249
youtube-u-growth,DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,false,0,5.935160875320435,0.070641
youtube-u-growth,DensePull,edge-aware-dynamic-vertex-parallel,bitvector,false,0,5.910735607147217,0.106017
youtube-u-growth,DensePull-SparsePush,serial,boolean-array,false,0,6.244788646697998,0.365867
youtube-u-growth,DensePull-SparsePush,dynamic-vertex-parallel,boolean-array,false,0,5.934920787811279,0.052549
youtube-u-growth,DensePull-SparsePush,static-vertex-parallel,boolean-array,false,0,4.833299160003662,0.037179
youtube-u-growth,DensePull-SparsePush,static-vertex-parallel,bitvector,false,0,5.666276216506958,0.045514
youtube-u-growth,DensePull-SparsePush,edge-aware-dynamic-vertex-parallel,bitvector,false,0,5.896305322647095,0.054234
youtube-u-growth,SparsePush-DensePull,serial,bitvector,false,0,6.213282346725464,0.334906
youtube-u-growth,SparsePush-DensePull,dynamic-vertex-parallel,boolean-array,false,0,5.996443748474121,0.040688
youtube-u-growth,SparsePush-DensePull,dynamic-vertex-parallel,bitvector,false,0,5.911769866943359,0.044429
youtube-u-growth,SparsePush-DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,false,0,5.947042942047119,0.050415
youtube-u-growth,SparsePush-DensePull,edge-aware-dynamic-vertex-parallel,bitvector,false,0,5.95173716545105,0.056778
youtube-u-growth,DensePush-SparsePush,serial,boolean-array,false,0,6.063448905944824,0.215614
youtube-u-growth,DensePush-SparsePush,dynamic-vertex-parallel,boolean-array,false,0,5.882138729095459,0.040463
youtube-u-growth,DensePush-SparsePush,static-vertex-parallel,boolean-array,false,0,5.893669605255127,0.039421
youtube-u-growth,DensePull,serial,boolean-array,false,5,7.2773261070251465,1.23375
youtube-u-growth,DensePull,serial,bitvector,false,5,7.094130039215088,1.05442
youtube-u-growth,DensePull,dynamic-vertex-parallel,boolean-array,false,5,6.140592336654663,0.085613
youtube-u-growth,DensePull,dynamic-vertex-parallel,bitvector,false,5,6.150781631469727,0.099202
youtube-u-growth,DensePull,static-vertex-parallel,boolean-array,false,5,6.151022434234619,0.083411
youtube-u-growth,DensePull,static-vertex-parallel,bitvector,false,5,6.199182510375977,0.112156
youtube-u-growth,DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,false,5,6.156701326370239,0.119111
youtube-u-growth,DensePull,edge-aware-dynamic-vertex-parallel,bitvector,false,5,6.154344797134399,0.124813
youtube-u-growth,DensePull-SparsePush,serial,boolean-array,false,5,6.4968860149383545,0.420687
youtube-u-growth,DensePull-SparsePush,serial,bitvector,false,5,6.456264495849609,0.371222
youtube-u-growth,DensePull-SparsePush,dynamic-vertex-parallel,bitvector,false,5,6.097853183746338,0.04837
youtube-u-growth,DensePull-SparsePush,static-vertex-parallel,boolean-array,false,5,6.093389511108398,0.051675
youtube-u-growth,DensePull-SparsePush,static-vertex-parallel,bitvector,false,5,6.1076226234436035,0.054576
youtube-u-growth,DensePull-SparsePush,edge-aware-dynamic-vertex-parallel,boolean-array,false,5,6.127900123596191,0.081822
youtube-u-growth,DensePull-SparsePush,edge-aware-dynamic-vertex-parallel,bitvector,false,5,6.139731168746948,0.079846
youtube-u-growth,SparsePush-DensePull,serial,bitvector,false,5,6.400684356689453,0.357934
youtube-u-growth,SparsePush-DensePull,dynamic-vertex-parallel,boolean-array,false,5,6.201805591583252,0.046912
youtube-u-growth,SparsePush-DensePull,dynamic-vertex-parallel,bitvector,false,5,6.106239557266235,0.056477
youtube-u-growth,SparsePush-DensePull,static-vertex-parallel,boolean-array,false,5,6.132448673248291,0.077753
youtube-u-growth,SparsePush-DensePull,static-vertex-parallel,bitvector,false,5,6.295543432235718,0.043427
youtube-u-growth,SparsePush-DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,false,5,6.130846977233887,0.080969
youtube-u-growth,SparsePush-DensePull,edge-aware-dynamic-vertex-parallel,bitvector,false,5,6.10714316368103,0.071645
youtube-u-growth,DensePull,serial,boolean-array,false,10,7.125020742416382,1.12392
youtube-u-growth,DensePull,serial,bitvector,false,10,7.166980743408203,1.02792
youtube-u-growth,DensePull,dynamic-vertex-parallel,boolean-array,false,10,6.2427825927734375,0.102666
youtube-u-growth,DensePull,dynamic-vertex-parallel,bitvector,false,10,6.129421710968018,0.11149
youtube-u-growth,DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,false,10,5.740267753601074,0.135028
youtube-u-growth,DensePull-SparsePush,serial,boolean-array,false,10,6.442957162857056,0.394464
youtube-u-growth,DensePull-SparsePush,serial,bitvector,false,10,5.873366832733154,0.390782
youtube-u-growth,DensePull-SparsePush,dynamic-vertex-parallel,bitvector,false,10,6.110771894454956,0.047007
youtube-u-growth,DensePull-SparsePush,static-vertex-parallel,boolean-array,false,10,6.105472803115845,0.048837
youtube-u-growth,DensePull-SparsePush,static-vertex-parallel,bitvector,false,10,6.131681442260742,0.055918
youtube-u-growth,DensePull-SparsePush,edge-aware-dynamic-vertex-parallel,boolean-array,false,10,6.148717403411865,0.081138
youtube-u-growth,SparsePush-DensePull,serial,boolean-array,false,10,6.440413475036621,0.387582
youtube-u-growth,SparsePush-DensePull,serial,bitvector,false,10,6.424195289611816,0.362841
youtube-u-growth,SparsePush-DensePull,dynamic-vertex-parallel,boolean-array,false,10,6.10585880279541,0.056204
youtube-u-growth,SparsePush-DensePull,dynamic-vertex-parallel,bitvector,false,10,6.102259635925293,0.052921
youtube-u-growth,SparsePush-DensePull,static-vertex-parallel,boolean-array,false,10,6.107738256454468,0.047928
youtube-u-growth,SparsePush-DensePull,static-vertex-parallel,bitvector,false,10,6.175601243972778,0.104505
youtube-u-growth,SparsePush-DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,false,10,6.143599987030029,0.083153
youtube-u-growth,DensePull,serial,boolean-array,false,15,7.228296518325806,1.16609
youtube-u-growth,DensePull,serial,bitvector,false,15,7.117599725723267,1.0403
youtube-u-growth,DensePull,dynamic-vertex-parallel,boolean-array,false,15,6.24111008644104,0.114695
youtube-u-growth,DensePull,static-vertex-parallel,boolean-array,false,15,5.4378015995025635,0.119714
youtube-u-growth,DensePull,static-vertex-parallel,bitvector,false,15,5.939985275268555,0.131063
youtube-u-growth,DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,false,15,6.217165470123291,0.149264
youtube-u-growth,DensePull,edge-aware-dynamic-vertex-parallel,bitvector,false,15,6.226850748062134,0.151064
youtube-u-growth,DensePull-SparsePush,serial,boolean-array,false,15,6.438977241516113,0.365006
youtube-u-growth,DensePull-SparsePush,dynamic-vertex-parallel,boolean-array,false,15,6.105952024459839,0.063074
youtube-u-growth,DensePull-SparsePush,static-vertex-parallel,bitvector,false,15,6.1204164028167725,0.059248
youtube-u-growth,DensePull-SparsePush,edge-aware-dynamic-vertex-parallel,boolean-array,false,15,6.157444000244141,0.087497
youtube-u-growth,SparsePush-DensePull,serial,boolean-array,false,15,6.437648296356201,0.367732
youtube-u-growth,SparsePush-DensePull,serial,bitvector,false,15,6.439367294311523,0.370313
youtube-u-growth,SparsePush-DensePull,dynamic-vertex-parallel,bitvector,false,15,6.124823093414307,0.056935
youtube-u-growth,SparsePush-DensePull,static-vertex-parallel,boolean-array,false,15,5.813009262084961,0.095634
youtube-u-growth,SparsePush-DensePull,static-vertex-parallel,bitvector,false,15,6.118614673614502,0.055222
youtube-u-growth,SparsePush-DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,false,15,6.047767162322998,0.084817
youtube-u-growth,DensePull,serial,boolean-array,false,20,7.228120803833008,1.15567
youtube-u-growth,DensePull,serial,bitvector,false,20,7.406484365463257,1.09078
youtube-u-growth,DensePull,dynamic-vertex-parallel,boolean-array,false,20,6.226324558258057,0.126916
youtube-u-growth,DensePull,dynamic-vertex-parallel,bitvector,false,20,6.280633449554443,0.133296
youtube-u-growth,DensePull,static-vertex-parallel,boolean-array,false,20,6.1991472244262695,0.146102
youtube-u-growth,DensePull,static-vertex-parallel,bitvector,false,20,6.204944133758545,0.145769
youtube-u-growth,DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,false,20,6.258847713470459,0.178471
youtube-u-growth,DensePull,edge-aware-dynamic-vertex-parallel,bitvector,false,20,6.302772283554077,0.19906
youtube-u-growth,DensePull-SparsePush,serial,boolean-array,false,20,6.493633270263672,0.414371
youtube-u-growth,DensePull-SparsePush,serial,bitvector,false,20,6.401637077331543,0.361881
youtube-u-growth,DensePull-SparsePush,dynamic-vertex-parallel,boolean-array,false,20,6.11609411239624,0.056648
youtube-u-growth,DensePull-SparsePush,dynamic-vertex-parallel,bitvector,false,20,6.060770273208618,0.069831
youtube-u-growth,DensePull-SparsePush,static-vertex-parallel,boolean-array,false,20,6.127238750457764,0.059759
youtube-u-growth,DensePull-SparsePush,static-vertex-parallel,bitvector,false,20,6.136114597320557,0.066435
youtube-u-growth,DensePull-SparsePush,edge-aware-dynamic-vertex-parallel,boolean-array,false,20,6.13498067855835,0.095581
youtube-u-growth,SparsePush-DensePull,serial,boolean-array,false,20,6.3994176387786865,0.353415
youtube-u-growth,SparsePush-DensePull,serial,bitvector,false,20,6.3686957359313965,0.362556
youtube-u-growth,SparsePush-DensePull,dynamic-vertex-parallel,boolean-array,false,20,6.1574928760528564,0.057672
youtube-u-growth,SparsePush-DensePull,dynamic-vertex-parallel,bitvector,false,20,6.265289783477783,0.061832
youtube-u-growth,SparsePush-DensePull,static-vertex-parallel,boolean-array,false,20,6.147494077682495,0.082486
youtube-u-growth,SparsePush-DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,false,20,6.158385515213013,0.086889
youtube-u-growth,SparsePush-DensePull,edge-aware-dynamic-vertex-parallel,bitvector,false,20,6.158414840698242,0.091426
dblp_coauthor,SparsePush,serial,boolean-array,false,0,18.946893215179443,0.384407
dblp_coauthor,SparsePush,dynamic-vertex-parallel,boolean-array,false,0,18.715982913970947,0.044553
dblp_coauthor,SparsePush,static-vertex-parallel,boolean-array,false,0,18.21975874900818,0.0615
dblp_coauthor,DensePull,serial,boolean-array,false,0,19.68779182434082,1.14571
dblp_coauthor,DensePull,serial,bitvector,false,0,19.65579581260681,0.932361
dblp_coauthor,DensePull,dynamic-vertex-parallel,boolean-array,false,0,18.5879385471344,0.078324
dblp_coauthor,DensePull,dynamic-vertex-parallel,bitvector,false,0,18.63797950744629,0.068478
dblp_coauthor,DensePull,static-vertex-parallel,boolean-array,false,0,18.58202862739563,0.063888
dblp_coauthor,DensePull,static-vertex-parallel,bitvector,false,0,18.545568704605103,0.06629
dblp_coauthor,DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,false,0,18.67661213874817,0.076064
dblp_coauthor,DensePull-SparsePush,serial,boolean-array,false,0,19.106072187423706,0.469854
dblp_coauthor,DensePull-SparsePush,dynamic-vertex-parallel,boolean-array,false,0,18.627942323684692,0.059585
dblp_coauthor,DensePull-SparsePush,dynamic-vertex-parallel,bitvector,false,0,18.711169242858887,0.045393
dblp_coauthor,DensePull-SparsePush,static-vertex-parallel,boolean-array,false,0,18.85439157485962,0.091811
dblp_coauthor,DensePull-SparsePush,static-vertex-parallel,bitvector,false,0,18.70306134223938,0.067933
dblp_coauthor,DensePull-SparsePush,edge-aware-dynamic-vertex-parallel,boolean-array,false,0,18.830281734466553,0.042432
dblp_coauthor,DensePull-SparsePush,edge-aware-dynamic-vertex-parallel,bitvector,false,0,18.685251712799072,0.050337
dblp_coauthor,SparsePush-DensePull,serial,boolean-array,false,0,19.052015781402588,0.454564
dblp_coauthor,SparsePush-DensePull,serial,bitvector,false,0,19.194217205047607,0.432832
dblp_coauthor,SparsePush-DensePull,dynamic-vertex-parallel,boolean-array,false,0,18.876506567001343,0.039757
dblp_coauthor,SparsePush-DensePull,dynamic-vertex-parallel,bitvector,false,0,18.661558866500854,0.042449
dblp_coauthor,SparsePush-DensePull,static-vertex-parallel,boolean-array,false,0,18.668174266815186,0.038369
dblp_coauthor,SparsePush-DensePull,static-vertex-parallel,bitvector,false,0,18.57090449333191,0.044939
dblp_coauthor,SparsePush-DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,false,0,18.692806720733643,0.042939
dblp_coauthor,SparsePush-DensePull,edge-aware-dynamic-vertex-parallel,bitvector,false,0,19.014463901519775,0.050305
dblp_coauthor,DensePush-SparsePush,serial,boolean-array,false,0,18.782530069351196,0.200902
dblp_coauthor,DensePush-SparsePush,static-vertex-parallel,boolean-array,false,0,18.74779748916626,0.033092
dblp_coauthor,DensePull,serial,bitvector,false,5,19.48094153404236,1.27304
dblp_coauthor,DensePull,dynamic-vertex-parallel,bitvector,false,5,18.89893937110901,0.08825
dblp_coauthor,DensePull,static-vertex-parallel,bitvector,false,5,19.06196141242981,0.105408
dblp_coauthor,DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,false,5,19.01565384864807,0.08563
dblp_coauthor,DensePull,edge-aware-dynamic-vertex-parallel,bitvector,false,5,19.046616554260254,0.085479
dblp_coauthor,DensePull-SparsePush,serial,boolean-array,false,5,19.424694538116455,0.48451
dblp_coauthor,DensePull-SparsePush,serial,bitvector,false,5,19.75427007675171,0.448168
dblp_coauthor,DensePull-SparsePush,dynamic-vertex-parallel,boolean-array,false,5,18.88873600959778,0.050632
dblp_coauthor,DensePull-SparsePush,static-vertex-parallel,boolean-array,false,5,18.883644580841064,0.042109
dblp_coauthor,DensePull-SparsePush,edge-aware-dynamic-vertex-parallel,bitvector,false,5,19.051061153411865,0.04851
dblp_coauthor,SparsePush-DensePull,serial,bitvector,false,5,19.52180552482605,0.495255
dblp_coauthor,SparsePush-DensePull,dynamic-vertex-parallel,bitvector,false,5,19.060033321380615,0.042952
dblp_coauthor,SparsePush-DensePull,static-vertex-parallel,boolean-array,false,5,18.70672369003296,0.045495
dblp_coauthor,SparsePush-DensePull,static-vertex-parallel,bitvector,false,5,19.08845043182373,0.056942
dblp_coauthor,SparsePush-DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,false,5,18.90061593055725,0.048536
dblp_coauthor,SparsePush-DensePull,edge-aware-dynamic-vertex-parallel,bitvector,false,5,19.012641191482544,0.04966
dblp_coauthor,DensePull,serial,boolean-array,false,10,20.528149843215942,1.54599
dblp_coauthor,DensePull,serial,bitvector,false,10,20.450726985931396,1.39568
dblp_coauthor,DensePull,dynamic-vertex-parallel,bitvector,false,10,19.126772165298462,0.103454
dblp_coauthor,DensePull,static-vertex-parallel,boolean-array,false,10,19.199544668197632,0.125967
dblp_coauthor,DensePull,static-vertex-parallel,bitvector,false,10,19.116981506347656,0.093043
dblp_coauthor,DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,false,10,18.404309511184692,0.101421
dblp_coauthor,DensePull,edge-aware-dynamic-vertex-parallel,bitvector,false,10,19.110512256622314,0.101709
dblp_coauthor,DensePull-SparsePush,serial,boolean-array,false,10,19.57865023612976,0.489239
dblp_coauthor,DensePull-SparsePush,serial,bitvector,false,10,19.56120228767395,0.471973
dblp_coauthor,DensePull-SparsePush,dynamic-vertex-parallel,boolean-array,false,10,19.028297424316406,0.048649
dblp_coauthor,DensePull-SparsePush,dynamic-vertex-parallel,bitvector,false,10,19.17652726173401,0.062899
dblp_coauthor,DensePull-SparsePush,static-vertex-parallel,boolean-array,false,10,19.099274158477783,0.047213
dblp_coauthor,DensePull-SparsePush,static-vertex-parallel,bitvector,false,10,19.141021966934204,0.065346
dblp_coauthor,DensePull-SparsePush,edge-aware-dynamic-vertex-parallel,bitvector,false,10,19.03852367401123,0.054742
dblp_coauthor,SparsePush-DensePull,serial,boolean-array,false,10,19.48354959487915,0.488727
dblp_coauthor,SparsePush-DensePull,serial,bitvector,false,10,19.367797374725342,0.46523
dblp_coauthor,SparsePush-DensePull,dynamic-vertex-parallel,bitvector,false,10,19.026761770248413,0.045505
dblp_coauthor,SparsePush-DensePull,static-vertex-parallel,boolean-array,false,10,18.369734525680542,0.043411
dblp_coauthor,SparsePush-DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,false,10,19.028964519500732,0.062072
dblp_coauthor,SparsePush-DensePull,edge-aware-dynamic-vertex-parallel,bitvector,false,10,19.13492488861084,0.056788
dblp_coauthor,DensePull,serial,boolean-array,false,15,20.692227840423584,1.59238
dblp_coauthor,DensePull,dynamic-vertex-parallel,bitvector,false,15,19.250926971435547,0.123542
dblp_coauthor,DensePull,static-vertex-parallel,boolean-array,false,15,19.158124923706055,0.115495
dblp_coauthor,DensePull,static-vertex-parallel,bitvector,false,15,18.13585877418518,0.171713
dblp_coauthor,DensePull-SparsePush,serial,boolean-array,false,15,19.565757036209106,0.495642
dblp_coauthor,DensePull-SparsePush,dynamic-vertex-parallel,boolean-array,false,15,19.07607889175415,0.052316
dblp_coauthor,DensePull-SparsePush,dynamic-vertex-parallel,bitvector,false,15,19.150453329086304,0.058431
dblp_coauthor,DensePull-SparsePush,static-vertex-parallel,boolean-array,false,15,19.06619882583618,0.078768
dblp_coauthor,DensePull-SparsePush,static-vertex-parallel,bitvector,false,15,19.06840419769287,0.050449
dblp_coauthor,DensePull-SparsePush,edge-aware-dynamic-vertex-parallel,boolean-array,false,15,19.087958097457886,0.058086
dblp_coauthor,DensePull-SparsePush,edge-aware-dynamic-vertex-parallel,bitvector,false,15,19.10890221595764,0.057797
dblp_coauthor,SparsePush-DensePull,serial,boolean-array,false,15,19.55615258216858,0.509916
dblp_coauthor,SparsePush-DensePull,serial,bitvector,false,15,19.519323587417603,0.471683
dblp_coauthor,SparsePush-DensePull,dynamic-vertex-parallel,boolean-array,false,15,19.09409737586975,0.05236
dblp_coauthor,SparsePush-DensePull,dynamic-vertex-parallel,bitvector,false,15,19.118958950042725,0.053987
dblp_coauthor,SparsePush-DensePull,static-vertex-parallel,boolean-array,false,15,18.999289751052856,0.054048
dblp_coauthor,SparsePush-DensePull,static-vertex-parallel,bitvector,false,15,19.169445037841797,0.059082
dblp_coauthor,SparsePush-DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,false,15,19.1623637676239,0.080851
dblp_coauthor,DensePull,serial,bitvector,false,20,20.52694869041443,1.47529
dblp_coauthor,DensePull,dynamic-vertex-parallel,boolean-array,false,20,19.199487924575806,0.120692
dblp_coauthor,DensePull,dynamic-vertex-parallel,bitvector,false,20,19.20611834526062,0.124751
dblp_coauthor,DensePull,static-vertex-parallel,boolean-array,false,20,19.214088201522827,0.125832
dblp_coauthor,DensePull,static-vertex-parallel,bitvector,false,20,19.246787071228027,0.122446
dblp_coauthor,DensePull,edge-aware-dynamic-vertex-parallel,bitvector,false,20,19.146976470947266,0.133654
dblp_coauthor,DensePull-SparsePush,serial,boolean-array,false,20,19.46742081642151,0.489744
dblp_coauthor,DensePull-SparsePush,serial,bitvector,false,20,19.574585676193237,0.485716
dblp_coauthor,DensePull-SparsePush,dynamic-vertex-parallel,boolean-array,false,20,19.06459617614746,0.052716
dblp_coauthor,DensePull-SparsePush,dynamic-vertex-parallel,bitvector,false,20,19.08434772491455,0.054811
dblp_coauthor,DensePull-SparsePush,edge-aware-dynamic-vertex-parallel,boolean-array,false,20,19.081488847732544,0.075956
dblp_coauthor,DensePull-SparsePush,edge-aware-dynamic-vertex-parallel,bitvector,false,20,19.157852172851562,0.060464
dblp_coauthor,SparsePush-DensePull,serial,boolean-array,false,20,19.490007400512695,0.501789
dblp_coauthor,SparsePush-DensePull,serial,bitvector,false,20,19.605936288833618,0.470448
dblp_coauthor,SparsePush-DensePull,dynamic-vertex-parallel,boolean-array,false,20,19.222771406173706,0.059082
dblp_coauthor,SparsePush-DensePull,dynamic-vertex-parallel,bitvector,false,20,19.320401191711426,0.068088
dblp_coauthor,SparsePush-DensePull,static-vertex-parallel,boolean-array,false,20,19.06683659553528,0.055156
dblp_coauthor,SparsePush-DensePull,static-vertex-parallel,bitvector,false,20,19.109384298324585,0.060589
dblp_coauthor,SparsePush-DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,false,20,19.081858158111572,0.056736
dblp_coauthor,SparsePush-DensePull,edge-aware-dynamic-vertex-parallel,bitvector,false,20,19.17586660385132,0.063671
soc-LiveJournal1,SparsePush,serial,boolean-array,false,0,45.22837233543396,1.20666
soc-LiveJournal1,SparsePush,dynamic-vertex-parallel,boolean-array,false,0,46.1292405128479,0.111945
soc-LiveJournal1,SparsePush,static-vertex-parallel,boolean-array,false,0,46.262699604034424,0.084621
soc-LiveJournal1,DensePull,serial,boolean-array,false,0,50.623713970184326,4.40761
soc-LiveJournal1,DensePull,dynamic-vertex-parallel,boolean-array,false,0,46.190696001052856,0.195294
soc-LiveJournal1,DensePull,static-vertex-parallel,boolean-array,false,0,46.43724346160889,0.191487
soc-LiveJournal1,DensePull,static-vertex-parallel,bitvector,false,0,43.14986848831177,0.175992
soc-LiveJournal1,DensePull,edge-aware-dynamic-vertex-parallel,bitvector,false,0,45.950440645217896,0.202741
soc-LiveJournal1,DensePull-SparsePush,serial,bitvector,false,0,47.85658645629883,1.78646
soc-LiveJournal1,DensePull-SparsePush,dynamic-vertex-parallel,boolean-array,false,0,46.44835901260376,0.079618
soc-LiveJournal1,DensePull-SparsePush,dynamic-vertex-parallel,bitvector,false,0,45.54820108413696,0.081501
soc-LiveJournal1,DensePull-SparsePush,static-vertex-parallel,boolean-array,false,0,46.44654870033264,0.095648
soc-LiveJournal1,DensePull-SparsePush,static-vertex-parallel,bitvector,false,0,45.893630027770996,0.084753
soc-LiveJournal1,DensePull-SparsePush,edge-aware-dynamic-vertex-parallel,boolean-array,false,0,46.10909867286682,0.094609
soc-LiveJournal1,DensePull-SparsePush,edge-aware-dynamic-vertex-parallel,bitvector,false,0,36.890442848205566,0.095597
soc-LiveJournal1,SparsePush-DensePull,serial,boolean-array,false,0,47.96306586265564,1.91299
soc-LiveJournal1,SparsePush-DensePull,serial,bitvector,false,0,47.77215504646301,1.71122
soc-LiveJournal1,SparsePush-DensePull,dynamic-vertex-parallel,boolean-array,false,0,46.65331768989563,0.084746
soc-LiveJournal1,SparsePush-DensePull,static-vertex-parallel,boolean-array,false,0,46.14649724960327,0.082415
soc-LiveJournal1,SparsePush-DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,false,0,46.17096662521362,0.09882
soc-LiveJournal1,DensePush-SparsePush,serial,boolean-array,false,0,46.649800300598145,0.630924
soc-LiveJournal1,DensePush-SparsePush,dynamic-vertex-parallel,boolean-array,false,0,46.14533543586731,0.087932
soc-LiveJournal1,DensePush-SparsePush,static-vertex-parallel,boolean-array,false,0,46.273231744766235,0.058919
soc-LiveJournal1,DensePull,serial,boolean-array,false,5,51.97856855392456,4.9495
soc-LiveJournal1,DensePull,serial,bitvector,false,5,51.09511947631836,4.11385
soc-LiveJournal1,DensePull,dynamic-vertex-parallel,boolean-array,false,5,46.297539710998535,0.239412
soc-LiveJournal1,DensePull,dynamic-vertex-parallel,bitvector,false,5,47.30510497093201,0.197351
soc-LiveJournal1,DensePull,static-vertex-parallel,bitvector,false,5,47.21717643737793,0.198642
soc-LiveJournal1,DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,false,5,47.135929107666016,0.215647
soc-LiveJournal1,DensePull,edge-aware-dynamic-vertex-parallel,bitvector,false,5,47.237505197525024,0.204385
soc-LiveJournal1,DensePull-SparsePush,serial,boolean-array,false,5,49.117018699645996,1.85367
soc-LiveJournal1,DensePull-SparsePush,serial,bitvector,false,5,48.82523488998413,1.65824
soc-LiveJournal1,DensePull-SparsePush,dynamic-vertex-parallel,boolean-array,false,5,47.139233112335205,0.101
soc-LiveJournal1,DensePull-SparsePush,dynamic-vertex-parallel,bitvector,false,5,47.15120601654053,0.083968
soc-LiveJournal1,DensePull-SparsePush,static-vertex-parallel,boolean-array,false,5,46.973416805267334,0.092942
soc-LiveJournal1,DensePull-SparsePush,static-vertex-parallel,bitvector,false,5,47.37011003494263,0.094404
soc-LiveJournal1,DensePull-SparsePush,edge-aware-dynamic-vertex-parallel,boolean-array,false,5,47.11250901222229,0.10236
soc-LiveJournal1,DensePull-SparsePush,edge-aware-dynamic-vertex-parallel,bitvector,false,5,47.5213725566864,0.120498
soc-LiveJournal1,SparsePush-DensePull,serial,boolean-array,false,5,49.18283486366272,1.88243
soc-LiveJournal1,SparsePush-DensePull,serial,bitvector,false,5,46.43952012062073,1.69173
soc-LiveJournal1,SparsePush-DensePull,static-vertex-parallel,boolean-array,false,5,47.1075599193573,0.095521
soc-LiveJournal1,SparsePush-DensePull,static-vertex-parallel,bitvector,false,5,47.381431579589844,0.160492
soc-LiveJournal1,DensePull,serial,boolean-array,false,10,52.10826134681702,5.15534
soc-LiveJournal1,DensePull,serial,bitvector,false,10,51.99019408226013,4.55446
soc-LiveJournal1,DensePull,dynamic-vertex-parallel,bitvector,false,10,44.78105449676514,0.224671
soc-LiveJournal1,DensePull,static-vertex-parallel,bitvector,false,10,47.65003204345703,0.226052
soc-LiveJournal1,DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,false,10,47.3545777797699,0.246582
soc-LiveJournal1,DensePull-SparsePush,serial,boolean-array,false,10,48.63756084442139,1.88972
